"PID", "Sale_Price"
908276150, 72211.7643248607
903451090, 148202.886580567
527110080, 182087.124467721
535457010, 144512.316409313
903484020, 135013.094285928
905479110, 125825.638118258
527452310, 130236.709999257
528228445, 190394.075316821
923225370, 100018.934865242
528344040, 322435.132969291
532377050, 144659.746241805
535176050, 144202.434010449
906340100, 344014.798836822
533212050, 161999.901956943
909428180, 219511.255320519
535379110, 134106.365901833
534250400, 191703.043526046
527450520, 108032.263640901
527452150, 133362.351155523
903225040, 136207.962041023
911370410, 290910.220021991
905226080, 163830.469767324
914467050, 203780.041200578
908152260, 153309.189525995
534451170, 77509.1687785184
923228310, 77636.1573266511
910201180, 151975.702815949
534476100, 137134.195706111
923225080, 122224.382847686
906223210, 232969.884597354
905480150, 93422.6932867751
903452090, 113908.12263492
527208010, 355384.340019059
906426090, 188326.346871002
903231090, 136848.601559345
535152280, 142801.1607295
528458180, 221920.562935776
532354060, 122411.594359387
909279040, 107936.363392126
527353060, 255858.284227825
916176030, 159491.459752766
533110130, 266503.748824349
911370450, 281554.219714921
528118110, 334956.507924373
528228270, 194804.814811649
905480240, 101950.563312188
914460020, 189768.843613921
534428060, 141850.148810048
534252240, 163139.399875699
908102050, 108652.972772289
914475030, 185174.034926035
533221040, 174244.41063835
535451170, 98142.1939416173
905451340, 88645.8465296605
528118040, 401116.77549097
903200080, 206804.027501387
527162110, 198854.618670216
535381040, 145607.841393695
528174020, 200729.127166792
534400290, 163612.996567191
903206070, 141361.718655925
533252130, 207844.041421096
906382030, 230023.866918872
535327200, 132360.228871918
535455080, 111549.009397783
527354160, 179638.165873926
902207120, 97639.2177508061
909282060, 206894.954331616
902109140, 120847.542986632
902206270, 132908.480482721
533250050, 244970.301065499
909452050, 230284.549293447
527212060, 361078.862083795
906394060, 188585.023212723
534401120, 161848.19223369
528435010, 221350.049274442
528315080, 277364.274011439
909275030, 161904.151472928
528102010, 379195.968694205
907200290, 154650.303488192
902300260, 127269.840905072
528150110, 364584.972138244
535450100, 130436.601507455
907285010, 235579.885068696
533253210, 200514.820560204
527301280, 146417.327509268
905478140, 136352.449427051
902204080, 86982.6163394215
907201280, 139675.338465123
905476170, 87762.4442580034
923228210, 78140.1165936186
534226120, 124465.244867267
527301170, 214761.82042995
535453040, 130596.213700956
535150300, 245929.534675652
528363020, 321871.80231989
907265100, 210366.625669572
910200060, 138969.297641023
532376160, 132526.693108287
908204180, 66806.099746245
909282130, 140864.723366205
528326110, 312326.509599074
534176230, 162865.275858442
527302210, 213766.37390559
526355170, 299342.699556799
535305180, 142370.963742122
905452150, 136568.039174021
902201090, 128088.841894509
527452190, 139784.015462558
908275280, 145307.759040747
527402210, 127574.322874065
921126010, 292206.231410055
905109130, 290396.487702982
535425070, 183003.546484626
905200290, 161782.700770866
533253060, 159874.175036176
535179050, 139330.079661501
903476100, 88623.5481846947
533135020, 248016.703914959
527403120, 95724.0471751596
528429080, 278698.000387981
528354100, 269074.082831387
902427150, 109625.772803485
527226040, 183568.626224911
924100060, 191741.820360592
531452180, 212243.22878925
907252050, 200922.428091353
903236200, 111069.894895911
910201130, 118117.782951987
909100080, 112905.77026991
535402010, 177282.992628548
528186100, 340699.295662833
905225020, 167344.178520949
905201110, 184976.025147721
527158090, 178601.603503033
528175010, 217265.69751758
902401010, 118067.867284533
534251320, 153049.201286431
902109120, 129706.097110926
528290170, 196244.912748767
534252060, 134561.939260746
905475510, 104774.275067287
527425060, 111544.350655449
534201130, 130156.868423355
526302110, 114781.283070467
903430050, 76162.4014558915
902110130, 96907.2807658776
534401110, 149041.0237475
528231020, 185200.714352746
531479020, 81529.4737146218
905403060, 117889.778440101
916326010, 226722.826996497
527365030, 240005.231713447
528228295, 217098.459705459
527455250, 124183.738433146
916403040, 187667.176264289
527252090, 315880.416743184
908225240, 104037.390172521
528228285, 168380.7112491
908178050, 236354.712509704
916326040, 182696.444218017
916380060, 266376.147988834
903204010, 135532.05314263
528144020, 214869.987301985
906204230, 258223.179465796
528168030, 287909.937944409
531369060, 195720.301088636
535451100, 97112.7457858812
