"PID", "Sale_Price"
908276150, 71732.0316812466
903451090, 140922.399632875
527110080, 177727.029888077
535457010, 135078.32534322
903484020, 128091.355164033
905479110, 112918.687149235
527452310, 137766.285070591
528228445, 184282.755205534
923225370, 106266.228313823
528344040, 332074.855925297
532377050, 137427.599530608
535176050, 142522.099354123
906340100, 339825.313657846
533212050, 159409.682688055
909428180, 216236.541947106
535379110, 133044.131087733
534250400, 185648.591062217
527450520, 102052.649737914
527452150, 136126.333123464
903225040, 119817.795050498
911370410, 281220.425582225
905226080, 152287.733325216
914467050, 216258.402291063
908152260, 143904.814364017
534451170, 75012.5312148091
923228310, 81170.0986882466
910201180, 153985.459287379
534476100, 138240.344605845
923225080, 131837.543707627
906223210, 228971.199692945
905480150, 75612.1100071535
903452090, 126926.537636751
527208010, 351558.731623292
906426090, 176866.39746793
903231090, 130989.717581823
535152280, 142560.297898219
528458180, 218193.289209148
532354060, 124966.231995679
909279040, 117300.457469693
527353060, 251345.95384258
916176030, 159625.399850233
533110130, 268209.363833299
911370450, 246746.250293966
528118110, 316301.943195547
528228270, 197279.184191142
905480240, 89169.7655497793
914460020, 204309.49244292
534428060, 140364.695561237
534252240, 154348.316823764
908102050, 104627.703031367
914475030, 178284.009671984
533221040, 171964.315602807
535451170, 96145.1870121387
905451340, 90514.7490460974
528118040, 482523.23922247
903200080, 201252.87215082
527162110, 185329.824020317
535381040, 168801.54201747
528174020, 206603.123580323
534400290, 162383.94013659
903206070, 135785.59283979
533252130, 203058.344225817
906382030, 224028.078261497
535327200, 133273.98360577
535455080, 114112.533481571
527354160, 182909.000193425
902207120, 92835.6714041619
909282060, 202548.133557233
902109140, 117675.360394913
902206270, 141164.651340862
533250050, 246708.367396926
909452050, 247303.163822543
527212060, 358945.890506896
906394060, 199079.572311135
534401120, 151010.423200911
528435010, 210650.079286919
528315080, 276662.551735539
909275030, 184837.36289104
528102010, 376763.022485065
907200290, 147822.934320938
902300260, 126443.876589564
528150110, 446731.567426538
535450100, 145554.192997856
907285010, 240451.128626167
533253210, 198965.880399585
527301280, 153158.853340255
905478140, 136162.68762965
902204080, 99799.4212888893
907201280, 142356.509551788
905476170, 89826.8039539592
923228210, 83467.0085914256
534226120, 128652.79601357
527301170, 236195.822493073
535453040, 140271.82592718
535150300, 248811.266119883
528363020, 335485.599657683
907265100, 207100.439072511
910200060, 136796.421146643
532376160, 134834.301923903
908204180, 69577.6019027627
909282130, 124282.720674796
528326110, 301674.689996718
534176230, 158681.328060408
527302210, 219351.642913527
526355170, 311740.139001952
535305180, 142969.568275334
905452150, 127690.57413727
902201090, 137412.135182453
527452190, 141429.572568055
908275280, 135797.118404597
527402210, 135945.095078259
921126010, 321986.623480377
905109130, 283122.414609223
535425070, 166146.48441255
905200290, 154038.628880623
533253060, 140030.305128749
535179050, 151513.583086767
903476100, 81633.2420898241
533135020, 242535.846830139
527403120, 102288.253110554
528429080, 246474.845509234
528354100, 270512.301488938
902427150, 106792.995005971
527226040, 153987.074667606
924100060, 173749.285700747
531452180, 206534.764755619
907252050, 216610.740826428
903236200, 113995.170414523
910201130, 118098.643099009
909100080, 107790.930270263
535402010, 175996.168942055
528186100, 344791.192931134
905225020, 201562.885208536
905201110, 172467.375714964
527158090, 179207.930303703
528175010, 223104.456423277
902401010, 109160.285043035
534251320, 163774.632026221
902109120, 125512.059852618
528290170, 191442.729245446
534252060, 129935.522402365
905475510, 110113.32342827
527425060, 105991.436959042
534201130, 137023.870009429
526302110, 121476.793467745
903430050, 78765.0209964649
902110130, 96213.7964946949
534401110, 145095.728783609
528231020, 182541.485195055
531479020, 71701.322617194
905403060, 128622.862436806
916326010, 217529.26094976
527365030, 234750.304619225
528228295, 213996.313142982
527455250, 128008.925429121
916403040, 199471.062314372
527252090, 287698.076141616
908225240, 111215.339303881
528228285, 169525.252882023
908178050, 243819.013332817
916326040, 174429.820224601
916380060, 256307.219489842
903204010, 137686.426651156
528144020, 219063.568384727
906204230, 251343.556832203
528168030, 285854.205900486
531369060, 184804.402471414
535451100, 98969.9062820155
906380010, 193934.509782498
527450460, 103146.171004473
534277070, 119494.968951721
532353050, 135946.002612708
527105140, 196463.781561431
908102330, 116061.083117666
907135230, 155442.620775247
908250030, 78882.2142158513
902103090, 118593.097008404
528458120, 257063.143015504
535425060, 195709.786677498
527404100, 124231.172888966
905475160, 133028.906266429
902100010, 108223.338932525
534202020, 138026.013325054
533251110, 288471.190987196
528435050, 284208.027041471
914476130, 158247.754827968
924100050, 132114.188268655
909428280, 282215.837064686
906230020, 275698.295921424
923230180, 138469.930142602
907420090, 193888.462610108
534250010, 136497.344617117
532353020, 120977.123274734
906380180, 189769.490515922
531363020, 141778.391251983
906230010, 275106.033994168
923225300, 90345.7167538478
527252050, 300215.852660476
923225440, 90540.9082676437
907280090, 234909.085906989
527183030, 196620.104013636
535402220, 172068.978133053
532376250, 126494.050433073
914474020, 205510.916400574
907275090, 220936.727272492
528138030, 337549.160117047
908154195, 252525.651385348
527402240, 160726.611662538
903228150, 123693.156640012
531451020, 196160.488718881
909275250, 160870.606836941
903484080, 98740.0628145353
534202170, 146174.609877157
906225180, 194962.775937776
916460110, 196832.293983172
528174010, 189370.491477533
528228360, 206576.328953388
903233140, 135541.584337687
535153150, 171155.091740047
533212020, 161913.225625044
909428170, 230207.627271378
534129060, 200053.636043727
527163080, 162154.597660245
908275290, 122629.366688734
903201020, 129727.757352218
528431110, 330150.536570706
903454060, 73053.890577627
903206120, 188873.417534809
527131110, 246545.1374928
906203120, 312703.683182266
908102140, 118145.730838476
527107210, 191412.241812951
923204140, 130115.697402515
527427200, 199618.164650527
528186170, 210121.99571456
906226070, 111981.301866647
527357110, 134005.026744426
534278170, 139270.774997644
534427090, 128365.280299157
905451390, 148218.615688119
534152120, 172564.280297964
535179120, 119348.165686255
528435060, 255325.747045512
534427140, 146994.919663838
903429110, 150319.011850295
535105110, 166916.745120111
528366070, 269126.123566719
534129040, 179425.283532737
535454070, 115269.632897903
903429080, 170576.293103488
906226090, 159987.967692348
534479130, 155708.645404995
527451290, 98297.067502752
527106150, 205988.511328058
916253320, 272670.878833291
916455010, 200408.239576835
907201220, 135041.745209988
908188150, 135721.637261373
527325090, 211411.021408738
906402070, 242524.050806401
909101010, 132900.959787516
528221100, 163734.184417736
528480170, 271225.007278782
906475110, 204010.235493748
903228080, 135429.560045316
528228575, 272055.281846893
907227080, 122942.134253676
905109170, 239704.960758676
528228545, 177533.74275315
534275010, 143244.980253418
903425340, 123382.479060152
902128160, 126325.03440365
533215040, 268860.612899379
911202100, 83718.0468298799
528456230, 200254.061691224
535353160, 127363.054222816
902100030, 86691.6954077112
528174070, 200937.778583944
528445070, 226993.984215901
902105060, 115905.122891041
909101140, 131403.861155785
532354160, 128905.914686827
528138060, 205548.157966238
527107090, 186519.580887045
904100090, 164991.930865158
528458130, 304697.632593399
535477130, 159859.092555361
533223010, 167176.736027384
528108140, 405298.948608362
907202130, 162535.155219795
527131030, 249755.54913908
527453010, 163497.633443145
907280170, 212741.834163997
528172030, 288383.720045508
905480210, 105336.340199872
902402010, 162401.905051868
528228555, 182200.597041485
902404010, 136061.049228592
907253110, 238730.821560655
906204150, 253314.868780652
910201050, 115187.874218465
528174030, 203089.524515438
532476050, 291076.045314896
907265030, 240734.03670364
902109160, 127288.497848979
903231240, 100922.105268732
902103150, 123993.973562414
528174040, 202389.028159015
916125425, 253064.474276128
531478010, 104449.845510012
916403250, 210633.405946477
923252080, 118249.886157676
534175140, 137703.62907485
902201120, 94485.7600067162
534276190, 112542.408699783
906392090, 249689.580482492
916402015, 190273.277688601
905103110, 125362.048744846
907203090, 122241.711763719
903205085, 127805.094168304
528110080, 344078.394587754
903225140, 123559.576756588
903458110, 101176.902963247
535325350, 135936.02006698
528439010, 228351.014041859
535355100, 111011.566653932
905100060, 128924.233193054
903231080, 111161.366229495
902300110, 96152.4308894576
527451460, 105769.492935205
535475010, 147852.119013245
528174050, 199623.304726054
527450250, 104948.289837055
905351089, 177728.216347963
535175050, 145411.010212119
923226270, 93731.3347550191
908226120, 115168.322272361
531375130, 160532.828311461
905401020, 260019.167321196
527356050, 141366.05941287
534478140, 127228.423103071
531375120, 164006.891424838
908201100, 84696.003243735
535383060, 60401.488963906
534250370, 309804.220847402
528116010, 334223.879466951
921126030, 268486.009325377
531375100, 167692.016088244
535150210, 136253.876261046
535327160, 132788.458552801
528228440, 179808.301068325
528120170, 303499.59853949
527325110, 191715.87206577
528108010, 247381.477316027
909251170, 154988.48014158
528250020, 196001.540913984
527105060, 193821.538029135
534426110, 143450.861306947
534201250, 175066.099305243
907200170, 138025.22353613
908102170, 146524.650978738
535126100, 126745.218448818
533251130, 190014.512185482
532354090, 153858.337975583
905427070, 236597.340561848
528250010, 178051.39748979
905101490, 129887.575692817
527107010, 179766.979484466
534204120, 149069.160517669
528480100, 198681.839860969
535376010, 97883.5004336762
908102260, 149984.792494734
534104100, 201226.003787178
909250220, 180786.666169604
923252075, 133416.666101088
528480040, 252037.96611781
903206160, 173605.186287212
527106050, 167466.675395826
910226060, 135876.788093636
902207080, 123099.462733725
535376100, 113103.738312816
535450160, 96174.6243914886
908186070, 142774.725804591
528385050, 221598.476809763
903200050, 89124.5363214921
903232030, 93568.6983440424
527163100, 186879.599096488
907255020, 260673.39943761
528488120, 184753.12281254
527328050, 158293.489231713
907192090, 211027.289204122
907135170, 150030.714286252
905201090, 152717.356184472
905107240, 164558.847606235
907126030, 151444.530402107
902128150, 140558.259788456
527132090, 201841.419783428
534402060, 146217.970631109
531477040, 152997.975733584
903430060, 101613.881368251
907254050, 209202.429588431
902110080, 123807.279462177
534451130, 85795.6076371545
528363110, 362625.018613615
903430040, 94787.9258783329
902306120, 141754.190654202
528290060, 152486.977857565
907202220, 139673.398855085
907192120, 199556.11344317
924100040, 210749.74507604
527368010, 237174.771725346
1007100110, 133378.627946305
902405100, 138820.319036312
527216050, 397814.324474879
527378140, 171144.972013892
528228430, 207360.520626624
526353030, 305063.98636625
528429110, 228329.891086648
916455120, 234533.02228687
535353130, 110436.815354651
910205130, 134003.876574992
535477090, 126512.14684646
907251100, 245016.185766256
527146135, 326582.486928272
902328100, 138500.702426691
535180120, 131068.441792295
528315090, 329738.33263593
532353030, 142418.430371337
533130160, 283091.095578883
531382070, 235592.01415577
909455060, 147208.998137562
909452114, 219095.116866363
909276200, 144160.99159222
527451540, 102220.771001699
527455080, 140583.194705142
528228550, 166699.441059236
903236130, 159178.772212013
527453070, 141003.597036439
535454030, 95176.704113573
907131060, 168204.71359263
535425010, 273731.295081538
534176250, 139143.061750266
923203090, 161926.505643313
923400040, 166723.448311075
535452120, 143947.227255508
908128100, 176510.855403282
905402090, 181496.841489414
907290180, 143400.252237643
527210060, 338432.997826883
534200030, 125474.600086241
535377150, 110620.542087526
902206020, 69576.142121894
532477040, 249985.027088739
535301160, 123250.527629306
908226130, 86005.0794060491
909101180, 110211.763881356
914478020, 136295.983916569
914476010, 166279.635431521
534430050, 130259.222228855
907275140, 272583.259698815
527357020, 152987.324656829
910203290, 115122.421198192
528480180, 266055.148861664
916455150, 294033.440742484
911104060, 62499.773096458
906380140, 180002.691276886
535101020, 170657.161358956
535125070, 222933.880933698
909101100, 133504.742505684
908128060, 176129.486773705
535477150, 104904.060931536
905477010, 105334.93381739
907202050, 142962.751117605
535454100, 128262.36747252
535457040, 135303.949843375
528315030, 311012.904395203
533236040, 160587.646049376
907420080, 191800.360217534
535478010, 133268.645513719
906420130, 248699.53002205
534128100, 157854.502281977
528429050, 240902.149302936
528275080, 202042.287756866
903426180, 145428.900354758
534430080, 143128.909604724
534400030, 148637.042556861
534475100, 125756.72055792
527108090, 230646.252638802
910202050, 85757.8146303503
535378020, 113092.952414104
528235130, 182371.48323794
907290070, 174707.178335621
909129100, 119766.956955289
906223080, 222331.319999223
906425045, 128312.651062488
905452120, 123179.553391472
